author,title,description,url,urlToImage,publishedAt,content
Sabrina Ortiz,"I went hands-on with Microsoft's Surface Pro and Laptop, and I'm ready to ditch my MacBook","Design, speed, and AI applications make the new Surface releases strong MacBook competitors.",https://www.zdnet.com/article/i-went-hands-on-with-microsofts-surface-pro-and-laptop-and-im-ready-to-ditch-my-macbook/,https://www.zdnet.com/a/img/resize/4d162c0c6302f159b69c911d2f738d7a0a548fbf/2024/05/20/2bdf1999-2610-4737-bee2-b262a4e01495/img-3303.jpg?auto=webp&fit=crop&height=675&width=1200,2024-05-21T14:16:00Z,"Sabrina Ortiz/ZDNET
On Monday, Microsoft launched its first consumer AI PCs-- the Surface Laptop and Surface Pro --ahead of its annual developers' conference, Microsoft Build. These devices boast a … [+4319 chars]"
news@appleinsider.com (Malcolm Owen),Apple Vision Pro's next 'adventure' experience is Parkour in Paris,"Users of the Apple Vision Pro will be able to see the sights of Paris from a unique viewpoint, with a new ""Adventure"" immersive experience featuring rooftop parkour.An image from Apple's upcoming 'Parkour' experience for Apple Vision ProApple has been produci…",https://appleinsider.com/articles/24/05/21/apple-vision-pros-next-adventure-experience-is-parkour-in-paris,https://photos5.appleinsider.com/gallery/59755-122177-parkour-experience-xl.jpg,2024-05-21T14:12:40Z,"An image from Apple's upcoming 'Parkour' experience for Apple Vision Pro
Users of the Apple Vision Pro will be able to see the sights of Paris from a unique viewpoint, with a new ""Adventure"" immersi… [+1405 chars]"
Ryan Christoffel,Apple Vision Pro immersive ‘Adventure’ video shot in Paris premiering this week ahead of international launch,"When the Vision Pro first arrived in users’ hands earlier this year, one of its most universally-praised features was content shot in the 180-degree Immersive Video format. There was a limited collection of such immersive content available on day one, but use…",https://9to5mac.com/2024/05/21/vision-pro-immersive-adventure-video-in-paris/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2024/05/IMG_0097.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-05-21T13:52:39Z,"When the Vision Pro first arrived in users hands earlier this year, one of its most universally-praised features was content shot in the 180-degree Immersive Video format. There was a limited collect… [+1779 chars]"
pr@cmswire.com (Alex Kantrowitz),"OpenAI Wants to Get Big Fast, and 4 More Takeaways From a Wild AI Moment","Ignore the flirty bot, OpenAI’s big strategic play just became clearer.
Continue reading...",https://www.cmswire.com/digital-experience/openai-wants-to-get-big-fast-and-4-more-takeaways-from-a-wild-ai-moment/,https://www.cmswire.com/-/media/5431b739acc541baa1f03611c50dd6f9.ashx,2024-05-21T13:42:27Z,"The Gist
<ul><li>Cost reduction.OpenAI cut costs of GPT-4o by 50%, aiming for widespread use and dominance.</li><li>Free upgrades.ChatGPT's free version upgraded to GPT-4o to revive growth and user … [+4982 chars]"
Laurent Giret,iOS 17.5.1 Fixes Bug Causing Deleted Photos to Reappear,"iOS 17.5.1 and iPadOS 17.5.1 include a fix for a bug that was causing deleted photos to reappear in users’ Photo libraries.
The post iOS 17.5.1 Fixes Bug Causing Deleted Photos to Reappear appeared first on Thurrott.com.",https://www.thurrott.com/?p=302853,https://thurrott-assets.nyc3.digitaloceanspaces.com/web/wp-content/uploads/sites/2/2024/05/iOS-17.5.1-bug-deleted-photos.jpg,2024-05-21T13:24:52Z,"Apple released iOS 17.5.1 and iPadOS 17.5.1 yesterday, and iPhone and iPad users should probably install these updates as soon as possible. Indeed, the new patches include a fix for a bug that was ca… [+1466 chars]"
Nadeem Sarwar,"I spent over $2,000 on the new iPad Pro. Here’s why I already love it","I recently spent over $2,000 for the new iPad Pro, Magic Keyboard, and Apple Pencil Pro. After a few days with the setup, I'm already in love.",https://www.digitaltrends.com/mobile/apple-ipad-pro-m4-2024-hands-on-i-already-love-it-why/,https://www.digitaltrends.com/wp-content/uploads/2024/05/Side-view-iPad-pro-m4.jpg?resize=1200%2C630&p=1,2024-05-21T12:30:10Z,"Nadeem Sarwar / Digital Trends
Apple has a history of delivering devices that are faster than the competition, but when comparing its own products, there’s always a lingering question: Is the fancy … [+8756 chars]"
Zachary McAuliffe,iOS 17.5: All the Fun and Useful New Features That Just Landed on Your iPhone,"However, some features are only available to people in the EU.",https://www.cnet.com/tech/services-and-software/ios-17-5-all-the-fun-and-useful-new-features-that-just-landed-on-your-iphone/,https://www.cnet.com/a/img/resize/a103979ec862d22dd3f63aa4ca74e6a40d40e773/hub/2024/04/02/19f01748-a937-48f9-9e58-f2ae83f312f3/ios-17-name-drop.jpg?auto=webp&fit=crop&height=675&width=1200,2024-05-21T10:00:04Z,"Apple released the iOS 17.5 update to the general public on May 13, about two months after the release of iOS 17.4. The latest update brings security patches and a handful of useful and fun features … [+9688 chars]"
john-anthony.disotto@futurenet.com (John-Anthony Disotto),Is your iPhone Photo Library cluttered and taking up storage? This shortcut will help you take control of your images and declutter your digital memories for good,This shortcut is the perfect addition to your bedtime routine — delete unwanted photos on your iPhone every night before you go to sleep.,https://www.imore.com/iphone/is-your-iphone-photo-library-cluttered-and-taking-up-storage-this-shortcut-will-help-you-take-control-of-your-images-and-declutter-your-digital-memories-for-good,https://cdn.mos.cms.futurecdn.net/XYNDBhp9fQ2uq4rtKXUBff-1200-80.jpg,2024-05-21T09:56:21Z,I love taking photos and screenshots on my iPhone. I regularly snap pics to remember things or take a screenshot to send to a friend. While that means I have a fully-fledged Photo Library with photos… [+2869 chars]
Gabe Knuth,Microsoft Copilot+ AI PCs turn up the heat on Apple,"Microsoft, with the help of Qualcomm, may have finally delivered a device that will cause users to reconsider their Apple endpoint device purchase next time around.",https://www.techtarget.com/searchenterprisedesktop/opinion/Microsoft-Copilot-AI-PCs-turn-up-the-heat-on-Apple,https://cdn.ttgtmedia.com/rms/onlineimages/cloud_g943065362.jpg,2024-05-21T09:33:00Z,"Microsoft made about as big a splash as I can remember during their pre-Build AI session on Monday, where they highlighted new Copilot+ PC hardware, an expanded partnership, and new AI use cases.
Th… [+7845 chars]"
Philip Michaels,iPhone SE 4 tipped for attractive price — but it will arrive too late to matter,"A rumor claims the iPhone SE 4 may cost less than $500. But with the phone not expected until 2025, that may not make much of a difference.",https://www.tomsguide.com/phones/iphones/iphone-se-4-tipped-for-attractive-price-but-it-will-arrive-too-late-to-matter,https://s.yimg.com/ny/api/res/1.2/i4STVhtJ8Q2ajt0VpT7Jrw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/toms_guide_826/0cdf76d21b0af3045c9c3471652f2953,2024-05-21T07:30:24Z,There's some good news floating around the internet if you like the idea of low-cost option remaining a part of Apple's lineup of best iPhones. A tipster claims the iPhone SE 4 won't cost any more th… [+4505 chars]
Roland Hutchinson,Apple Releases iOS 17.5.1 with Deleted Photos Bug Fix (Video),"Apple has officially released iOS 17.5.1, a crucial update aimed at resolving a significant issue where deleted photos would unexpectedly reappear in users’ photo libraries. This update is now available for all users worldwide, including those participating i…",https://www.geeky-gadgets.com/apple-releases-ios-17-5-1-with-deleted-photos-bug-fix-video/,https://www.geeky-gadgets.com/wp-content/uploads/2024/05/iOS-17.5.1-1.jpg,2024-05-21T06:30:29Z,"Apple has officially released iOS 17.5.1, a crucial update aimed at resolving a significant issue where deleted photos would unexpectedly reappear in users’ photo libraries. This update is now availa… [+4090 chars]"
"Nithya P Nair, Siddharth Suvarna",iPhone SE 4 Tipped to Be Slightly More Expensive Than Its Predecessor,"Apple's fourth-generation iPhone SE is said to be in the works. The budget iPhone, which is touted to come as the successor to the iPhone SE (2022), doesn’t have a launch date yet, but it is highly believed to bring a design overhaul and exciting new features…",https://www.gadgets360.com/mobiles/news/iphone-se-4-price-specifications-features-leak-apple-5710438,https://i.gadgets360cdn.com/large/iphone_se_2022_apple_1665388797022.jpg,2024-05-21T05:20:30Z,"Apple's fourth-generation iPhone SE is said to be in the works. The budget iPhone, which is touted to come as the successor to the iPhone SE (2022), doesn't have a launch date yet, but it is believed… [+1905 chars]"
Victoria Song,Apple needs to explain that bug that resurfaced deleted photos,Apple markets itself as one that cares about your privacy. So why has it stayed silent on a bug that resurfaces deleted photos?,https://www.theverge.com/2024/5/20/24161152/apple-ios-17-photo-bug,https://cdn.vox-cdn.com/thumbor/ttRQlq0I6wuYf88G0uILUxi4R7M=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/24931350/236792_iPhone_15_Pro_and_15_Pro_Max_product_photos_AJohnson_0006.jpg,2024-05-20T22:25:05Z,"Apple needs to explain that bug that resurfaced deleted photos
Apple needs to explain that bug that resurfaced deleted photos
 / When you delete a photo, you expect it to be gone for good.
ByVicto… [+3243 chars]"
cnbc.com,How Apple's AI push could do more than just reignite iPhone sales,"A new note from Melius Research supports what Jim Cramer has been saying for a while now: Club holding Apple's integration of artificial intelligence into the iPhone should be a boon to investors. Shares of Apple are ""gearing up for a run"" higher in anticipat…",https://biztoc.com/x/53b37d6d2c8985bc,https://c.biztoc.com/p/53b37d6d2c8985bc/s.webp,2024-05-20T20:46:05Z,A new note from Melius Research supports what Jim Cramer has been saying for a while now: Club holding Apple's integration of artificial intelligence into the iPhone should be a boon to investors. Sh… [+277 chars]
Jason Cross,Apple offers boosted trade-ins until June 3 if you a new iPhone,"Macworld







From now until June 3, Apple is improving its trade-in offers for those giving up their old iPhones and getting a new one. The deal is good on any new iPhone purchase, as long as you’re trading in at least an iPhone 11 or newer. 




The amo…",https://www.macworld.com/article/2338775/iphone-boosted-trade-in-may-2024.html,https://www.macworld.com/wp-content/uploads/2024/05/iphone-sell-trade.jpg?quality=50&strip=all&w=1024,2024-05-20T19:20:41Z,"Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
From now until June … [+1308 chars]"
Oliver Haslam,"Download: iOS 17.5.1 IPSW Links, OTA Update Out Now","Apple has today released for download iOS 17.5.1 final IPSW links and OTA update alongside iPadOS 17.5.1 for iPhone and iPad respectively. And you can grab them right now.
The post Download: iOS 17.5.1 IPSW Links, OTA Update Out Now first appeared on Redmond …",https://www.redmondpie.com/download-ios-17.5.1-ipsw-links-ota-update-out-now/,https://cdn.redmondpie.com/wp-content/uploads/2024/05/iOS-17.5.1.jpg,2024-05-20T19:13:35Z,"Apple has today released for download iOS 17.5.1 final IPSW links and OTA update alongside iPadOS 17.5.1 for iPhone and iPad respectively. And you can grab them right now.
This update comes very soo… [+2546 chars]"
Samantha Wiley,Notifications to be auto-summarized by AI in new iOS 18 feature,"Mark Gurman, Bloomberg’s chief correspondent, reveals that Apple is ready to reveal an auto summarizing feature for notifications as a part of a line of newly developed artificial intelligence properties for the iOS 18. Gurman delivers more info on what to ex…",https://www.ilounge.com/news/notifications-to-be-auto-summarized-by-ai-in-new-ios-18-feature,https://www.ilounge.com/wp-content/uploads/2024/05/Apple-4.png,2024-05-20T19:07:28Z,"Mark Gurman, Bloomberg’s chief correspondent, reveals that Apple is ready to reveal an auto summarizing feature for notifications as a part of a line of newly developed artificial intelligence proper… [+789 chars]"
Oliver Haslam,M4 Mac Ultra or Mac Pro? Don't expect one any time soon - you might be waiting until mid-2025,"Apple's M4 Mac Studio and Mac Pro updates are expected to happen, but professional buyers won't be able to pick one up until next year. Continue reading at TweakTown >",https://www.tweaktown.com/news/98400/m4-mac-ultra-or-pro-dont-expect-one-any-time-soon-you-might-be-waiting-until-mid-2025/index.html,https://static.tweaktown.com/news/9/8/98400_01_m4-mac-ultra-or-pro-dont-expect-one-any-time-soon-you-might-be-waiting-until-mid-2025_full.jpg,2024-05-20T19:00:01Z,"The M2 Ultra Mac Studio and Mac Pro are among the best Macs you can buy if you need raw horsepower and lots of cores, but we now expect that Apple will ship the M3 family of chips for these computers… [+2044 chars]"
connor@jewissfamily.co.uk (Connor Jewiss),Microsoft just announced this AI laptop feature that Apple should bring to Macs,"Ahead of its Build conference, Microsoft announced new AI laptop features. And one particular feature, Recall, is one that Apple should bring to Macs.",https://www.imore.com/mac/microsoft-just-announced-this-ai-laptop-feature-that-apple-should-bring-to-macs,https://cdn.mos.cms.futurecdn.net/r7rFmNeUs97tBrea92cFu8-1200-80.jpeg,2024-05-20T18:59:15Z,"Microsoft just unveiled a shiny new AI tool called Recall. This fresh feature for Windows 11 acts like your own personal AI assistant that logs everything you do, every app you use, every meeting you… [+2904 chars]"
Oliver Haslam,Apple could finally update the AirTag item tracker with improved features next year,Apple's AirTag is among the best item trackers around but it hasn't been updated in three years. That could finally change in the middle of 2025. Continue reading at TweakTown >,https://www.tweaktown.com/news/98399/apple-could-finally-update-the-airtag-item-tracker-with-improved-features-next-year/index.html,https://static.tweaktown.com/news/9/8/98399_01_apple-could-finally-update-the-airtag-item-tracker-with-improved-features-next-year_full.jpg,2024-05-20T18:45:02Z,"Apple's AirTag is a pretty solid item tracker as it is, but it hasn't been updated since its release back in April 2021. That means that the tracker is now more than three years old and a new report … [+1360 chars]"
Oliver Haslam,Apple releases iOS 17.5.1 with a fix for a bug that causes deleted photos to reappear,Apple has released a software fix for a troubling bug that caused deleted photos to reappear on iPhones and iPads - download iOS 17.5.1 now. Continue reading at TweakTown >,https://www.tweaktown.com/news/98398/apple-releases-ios-17-5-1-with-fix-for-bug-that-causes-deleted-photos-to-reappear/index.html,https://static.tweaktown.com/news/9/8/98398_02_apple-releases-ios-17-5-1-with-fix-for-bug-that-causes-deleted-photos-to-reappear_full.jpg,2024-05-20T18:30:02Z,Apple released iOS 17.5.1 and iPadOS 17.5.1 to the public just a week ago but the company has now also released iOS 17.5.1 and iPadOS 17.5.1. The unusually quick turnaround comes because Apple needed… [+2085 chars]
John Voorhees,"A TestFlight Update: Patched, But Still Broken","Just over a year ago, I wrote about the poor performance of TestFlight, the app that App Store developers rely on for beta testing their own apps. Today, thanks to a couple rounds of Feedback submissions, TestFlight is working better than before, but it’s not…",https://www.macstories.net/news/a-testflight-update-patched-but-still-broken/,https://cdn.macstories.net/testflight-128x128_2x_27-1682469284350.png,2024-05-20T17:55:08Z,"Just over a year ago, I wrote about the poor performance of TestFlight, the app that App Store developers rely on for beta testing their own apps. Today, thanks to a couple rounds of Feedback submiss… [+3842 chars]"
Oliver Haslam,Buying an iPhone 16? These are the colors that you'll probably have to choose from,Apple's upcoming iPhone 16 and iPhone 16 Plus could come in these colors if a new report by well-connected analyst Ming-Chi Kuo is accurate. Continue reading at TweakTown >,https://www.tweaktown.com/news/98396/buying-an-iphone-16-these-are-the-colors-that-youll-probably-have-to-choose-from/index.html,https://static.tweaktown.com/news/9/8/98396_01_buying-an-iphone-16-these-are-the-colors-that-youll-probably-have-to-choose-from_full.jpg,2024-05-20T17:45:03Z,"If Apple sticks to a familiar pattern we can expect the company to announce a slew of new iPhones this coming September, starting with the iPhone 16 and iPhone 16 Plus. Both handsets are set to go on… [+1277 chars]"
Oliver Haslam,Rumored iOS 18 AI upgrade to include notification summarization and more,Apple is expected to bring some new AI features to the iPhone with iOS 18 and a new report says we can expect notification summarization and more. Continue reading at TweakTown >,https://www.tweaktown.com/news/98395/rumored-ios-18-ai-upgrade-to-include-notification-summarization-and-more/index.html,https://static.tweaktown.com/news/9/8/98395_02_rumored-ios-18-ai-upgrade-to-include-notification-summarization-and-more_full.jpg,2024-05-20T17:15:01Z,"With Apple's WWDC event set to kick off on June 10, we're starting to hear more and more about what we can expect to be unveiled. For some time now the rumors have pointed to a big AI presence at the… [+2163 chars]"
David Price,Here are the new AI features coming to your iPhone with iOS 18,"Macworld







It isn’t news that Apple is focusing on AI at the moment. Despite its early start with Siri, the company has fallen behind in the AI arms race (whether or not you regard that as a bad thing) and has made no visible progress at all with the la…",https://www.macworld.com/article/2338536/ios-18-ai-features-notifications-news-voice-transcription-siri.html,https://www.macworld.com/wp-content/uploads/2024/05/ios-18-graphic-6.jpg?quality=50&strip=all&w=1024,2024-05-20T16:35:07Z,"Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
It isn’t news that A… [+3882 chars]"
MacDailyNews,Apple is just weeks away from unveiling its big AI marketing effort,"Apple is preparing to make its big artificial-intelligence announcement via a canned video presentation at the opening of WWDC…
The post Apple is just weeks away from unveiling its big AI marketing effort appeared first on MacDailyNews.",https://macdailynews.com/2024/05/20/apple-is-just-weeks-away-from-unveiling-its-big-ai-marketing-effort/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2022/06/220609_bits.png,2024-05-20T16:28:14Z,Apple is preparing to make its big artificial-intelligence announcement via a canned video presentation at the opening of WWDC24 on June 10th. And Microsoft-backed ChatGPT-developer OpenAI is going t… [+1840 chars]
Stevie Bonifield,Apple is gearing up for M4 Mac launch — here’s a look at the release window and all the new chips,"Apple launched its M4 chip with a sleek new iPad Pro, but where's the M4 Mac line-up? We could soon find out. Here's a look at the potential release window, ...",https://www.laptopmag.com/laptops/macbooks/apple-is-gearing-up-for-m4-mac-launch-heres-a-look-at-the-release-window-and-all-the-new-chips,https://s.yimg.com/ny/api/res/1.2/rtvgcF5cfDgL.3rEJJh8tA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/laptopmag_536/6e802c88be64c25ae7c4cb9be354ebfc,2024-05-20T16:00:00Z,"In a surprising twist, the first product to ship with the new Apple M4 chip wasn't a Mac, it was the new iPad Pro. As exciting as that is for iPad fans, it's leaving many Mac fans wondering when thei… [+4068 chars]"
Jonny Evans,Does Apple want to lower genAI expectations for WWDC?,"There’s been a change in tone concerning what to expect from Apple’s forthcoming AI announcements at WWDC, so perhaps it’s time to moderate the hype.




What we’ve been hoping for is an impressive counterattack from the company, one designed to shrug off sp…",https://www.computerworld.com/article/2114679/does-apple-want-to-lower-genai-expectations-for-wwdc.html,https://www.computerworld.com/wp-content/uploads/2024/05/shutterstock_editorial_2401577033.jpg?quality=50&strip=all&w=1024,2024-05-20T15:58:55Z,"If Apple’s truly not quite there yet, it will not want to disappoint with weak-tea WWDC news — and that makes this a good time to constrain the optimism. This part of the match isn’t over; Apple and … [+1707 chars]"
Roman Loyola,Don’t expect the Mac Studio and Mac Pro to be updated at WWDC–or in 2024,"Macworld







With the release of the iPad Pro, Apple has ushered in a new chip generation with the M4. The introduction of that chip disrupted Apple’s usual chip release cycle, however–the M3 was first released only six months ago in the MacBook Pro and i…",https://www.macworld.com/article/2338490/mac-studio-pro-refresh-2025.html,https://www.macworld.com/wp-content/uploads/2024/05/Mac-Studio.jpeg?quality=50&strip=all&w=1024,2024-05-20T15:48:05Z,"Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
With the release of … [+2431 chars]"
cnbc.com,Monday top analyst calls with stocks like Nvidia,"Here are Monday's biggest calls on Wall Street: Melius reiterates Apple as buy Melius said it sees several positive catalysts ahead for Apple. ""We are prepping for what could be the most important Worldwide Developers Conference (WWDC) since the launch of the…",https://biztoc.com/x/dd61f9c5584691ce,https://c.biztoc.com/p/dd61f9c5584691ce/og.webp,2024-05-20T15:44:05Z,"Here are Monday's biggest calls on Wall Street: Melius reiterates Apple as buy Melius said it sees several positive catalysts ahead for Apple. ""We are prepping for what could be the most important Wo… [+265 chars]"
John Voorhees,"AppStories, Episode 384 – Our 2024 iOS and iPadOS WWDC Wishes","This week on AppStories, we kick off our annual WWDC wishes episodes with a conversation about the changes they’d like to see made to iOS and iPadOS 18. [subscribe_to_appstories] Sponsored by: Things: a beautiful native app for Apple Vision Pro. Our iOS and i…",https://www.macstories.net/news/appstories-episode-384-our-2024-ios-and-ipados-wwdc-wishes/,https://cdn.macstories.net/banneras-1629219199428.png,2024-05-20T15:35:07Z,"This week on AppStories, we kick off our annual WWDC wishes episodes with a conversation about the changes they’d like to see made to iOS and iPadOS 18.
Sponsored by:
<ul><li>Things: a beautiful na… [+960 chars]"
Kyle Barr,Apple Reportedly Joining Forces With OpenAI to Shove a Chatbot into iOS 18,"According to the latest reports, Apple is preparing tounleash an AI avalanche on iPhones at its upcoming WWDC 2024. This will include some cloud-based as well as on-device AI models, but it will be through the lens of easily the most well-known and widest-rea…",https://gizmodo.com/apple-openai-chatbot-ios18-1851487977,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/072745c469a57e430d22e6226af96732.jpg",2024-05-20T15:25:00Z,"According to the latest reports, Apple is preparing to unleash an AI avalanche on iPhones at its upcoming WWDC 2024. This will include some cloud-based as well as on-device AI models, but it will be … [+3568 chars]"
MacDailyNews,There’s one way to save Apple from irrelevance: New leadership,"Apple is facing a reckoning of its own making.The Cupertino, California company has fumbled so many times in the last year…
The post There’s one way to save Apple from irrelevance: New leadership appeared first on MacDailyNews.",https://macdailynews.com/2024/05/20/theres-one-way-to-save-apple-from-irrelevance-new-leadership/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2022/05/2205_02_tim_cook.png,2024-05-20T15:13:55Z,"Apple CEO Tim Cook
“Apple is facing a reckoning of its own making,” Jesus Diaz writes for Fast Company. “The Cupertino, California company has fumbled so many times in the last year, it is quickly a… [+9244 chars]"
Kyle Barr / Gizmodo,9 cool tricks to make the most of your iPad,"The latest iPad Airs and iPad Pros breathed fresh life into Apple’s tablets just as they seemed to be getting stale. Love them or hate them, the new Pros and Airs are pretty damn powerful, with the M4-powered tablet being practically just as capable as the mo…",https://qz.com/ipad-pro-air-tips-tricks-1851487827,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/47f3f707ab717b2e4b7677df26ce6850.jpg",2024-05-20T13:19:06Z,"The latest iPad Airs and iPad Pros breathed fresh life into Apples tablets just as they seemed to be getting stale. Love them or hate them, the new Pros and Airs are pretty damn powerful, with the M4… [+1484 chars]"
john-anthony.disotto@futurenet.com (John-Anthony Disotto),"This iPad keyboard trick is the quickest way to type numbers and symbols, so why do more people not use it?",Access numbers and symbols on iPad quicker by simply learning how to use this quick trick.,https://www.imore.com/ipad/this-ipad-keyboard-trick-is-the-quickest-way-to-type-numbers-and-symbols-so-why-do-more-people-not-use-it,https://cdn.mos.cms.futurecdn.net/kvqHosgf6Qm5xqoHh2DJZ4-1200-80.jpg,2024-05-20T13:15:03Z,"There’s one iPad trick that I remember being asked about loads when I used to work at the Genius Bar. People would often say, “By the way, what are those small numbers and symbols above my keyboard?”… [+1766 chars]"
MacDailyNews,Apple teaming with OpenAI on chatbot to be announced at WWDC,"Apple is reportedly teaming up with OpenAI to add the startup’s chatbot technology to its products. The companies are preparing…
The post Apple teaming with OpenAI on chatbot to be announced at WWDC appeared first on MacDailyNews.",https://macdailynews.com/2024/05/20/apple-teaming-with-openai-on-chatbot-to-be-announced-at-wwdc/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2024/02/240201_tim_cook_vision_pro.png,2024-05-20T13:12:00Z,"Apple CEO Tim Cook
Apple is reportedly teaming up with OpenAI to add the startups chatbot technology to its products. The companies are preparing a major announcement of their partnership at WWDC on… [+3499 chars]"
Investing.com,Wedbush: Time for Microsoft to flex its AI muscles at Build conference,Wedbush: Time for Microsoft to flex its AI muscles at Build conference,https://www.investing.com/news/stock-market-news/article-432SI-3448050,https://i-invdn-com.investing.com/news/Microsoft_800x533_L_1412259239.jpg,2024-05-20T13:00:06Z,"Microsoft's (NASDAQ:MSFT) Build developer conference is set to start this week, where the technology behemoth is expected to flex its AI muscles and showcase efforts on the PC and Windows segments. … [+2063 chars]"
Ramat Adetunji,"Apple's iOS 18 to use AI for notification summaries, calendar events, and more","Apple is gearing up to unveil major improvements to its artificial intelligence (AI) offerings at the Worldwide Developers Conference (WWDC) this June, according to Bloomberg. These AI advancements will be integrated into iOS 18, focusing on areas like notifi…",https://www.androidheadlines.com/2024/05/apples-ios-18-ai-notification.html,https://www.androidheadlines.com/wp-content/uploads/2024/01/ios-18-jpg.webp,2024-05-20T12:57:51Z,"Apple is gearing up to unveil major improvements to its artificial intelligence (AI) offerings at the Worldwide Developers Conference (WWDC) this June, according to Bloomberg. These AI advancements w… [+2080 chars]"
james.bentley@futurenet.com (James Bentley),Apple Vision Pro spotted in Turkish airport — and the price will astound you,"Apple Vision Pro has been seen at an airport in Turkey and, despite a €150 saving, is currently selling for €4700.",https://www.imore.com/vision-pro/apple-vision-pro-spotted-in-turkish-airport-and-the-price-will-astound-you,https://cdn.mos.cms.futurecdn.net/ocsgmaMrdTFSGkjDAgU7e5-1200-80.jpg,2024-05-20T12:53:44Z,"If you live in Europe and you want Apple Vision Pro
, the company’s revolutionary spatial headset, you can finally pick one up — but only in one airport and for a huge price. 
Seen in an airport in… [+2079 chars]"
oliver@monkeymanmedia.com (Oliver Haslam),"Apple's M4 Mac Studio and Mac Pro will be its most powerful Macs yet, here's when you'll be able to buy one","Power users will already have one eye on Apple's M4 Mac Studio and Mac Pro refreshes, but they'll have to wait a little while to get their hands on one.",https://www.imore.com/mac/apples-m4-mac-studio-and-mac-pro-will-be-its-most-powerful-macs-yet-heres-when-youll-be-able-to-buy-one,https://cdn.mos.cms.futurecdn.net/HfeMkWGw46XG5itrWNLyWR-1200-80.jpeg,2024-05-20T12:27:23Z,"Apple ushered in the era of the M4 last week with the release of the M4 iPad Pro, but it's the Macs that many people will be interested in. The new iPad Pro might be the best iPad yet, but it's still… [+1439 chars]"
Chris Hauk,Bloomberg’s Gurman: Don’t Expect New Mac Studio and Mac Pro Until Mid-2025,"Don't expect to see a refreshed Mac Studio or Mac Pro, powered by next-generation High-end Apple Silicon until the middle of 2015, says Bloomberg's Mark Gurman.Read More...",https://www.mactrast.com/2024/05/bloombergs-gurman-dont-expect-new-mac-studio-and-mac-pro-until-mid-2025/,https://www.mactrast.com/wp-content/uploads/2024/01/Mac-Studio.jpg,2024-05-20T12:13:57Z,"Don’t expect to see a refreshed Mac Studio or Mac Pro, powered by next-generation High-end Apple Silicon until the middle of 2015, says Bloomberg’s Mark Gurman.
Gurman’s comments came in the latest … [+634 chars]"
muskaan.saxena@futurenet.com (Muskaan Saxena),Mac Studio and Mac Pro fans jealous of the iPad Pro's M4 chip may have to wait for another year,Apple has yet to update the Mac Studio or Mac Pro with new chips - and it probably won’t for another year.,https://www.techradar.com/computing/macs/mac-studio-and-mac-pro-fans-jealous-of-the-ipad-pros-m4-chip-may-have-to-wait-for-another-year,https://cdn.mos.cms.futurecdn.net/eBWwNQSefod2nwwefiMTFG-1200-80.jpg,2024-05-20T11:53:12Z,"The AppleMac Studio and Mac Pro were updated during last year's WWDC with the M2  Max and M2 Ultra chips. Considering we just got M4 iPads and M3 MacBooks, it’s fair to say that the Mac Studio and Pr… [+2503 chars]"
Ben Lovejoy,Canada and UK in line for first Vision Pro international rollout – Gurman,"We’re expecting the first stage of the Vision Pro international rollout to happen soon after WWDC, and there have been pointers to some specific countries. Canada and the UK are now said to be includedm after some earlier uncertainty.



There have so far bee…",https://9to5mac.com/2024/05/20/vision-pro-international-rollout-2/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2024/05/Vision-Pro-international-rollout-1.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-05-20T11:18:05Z,"We’re expecting the first stage of the Vision Pro international rollout to happen soon after WWDC, and there have been pointers to some specific countries. Canada and the UK are now said to be includ… [+2001 chars]"
Jonathan Goldberg,Why is Apple making a data center chip?,"A report from Bloomberg's Mark Gurman last week indicated that Apple was going to put its own chips in the data center, and a few days later, the Journal confirmed this with its own reporting. The information was initially met with a high degree of skepticism…",https://www.techspot.com/news/103060-why-apple-making-data-center-chip.html,https://www.techspot.com/images2/news/bigimage/2024/05/2024-05-19-image-6.jpg,2024-05-20T11:04:00Z,"Editor's take: Of course, Apple is designing its own AI chips for its data centers. This will give them an end-to-end, cloud-to-edge AI system that its competitors will not be able to match anytime s… [+5329 chars]"
